MedInc,HouseAge,AveRooms,AveOccup,Latitude,Longitude,Price
6.904891,27,8,6,40.299665,-119.089668,443641.794264
5.011285,33,7,3,39.914906,-118.994995,374931.47996
3.019192,13,1,4,32.814175,-123.969128,192497.108178
3.387092,24,8,7,38.536393,-123.199335,256410.919238
5.900768,39,8,3,41.624944,-119.516886,426671.772061
5.491611,17,2,5,32.76078,-123.978664,375462.682659
11.807537,14,4,4,38.938105,-121.674622,672327.56965
0.790759,50,1,8,41.159397,-117.702599,86652.145049
0.622724,17,10,5,39.271035,-117.051634,170174.055822
13.484503,23,8,5,34.572986,-121.327477,810788.939833
9.542288,38,2,1,37.35938,-117.545268,566442.795009
5.926332,42,10,5,35.335521,-123.364902,401700.30539
14.831234,41,6,5,34.980896,-117.033515,882299.079768
4.832471,10,9,4,41.047027,-116.042987,424859.924445
9.200483,43,6,3,39.35219,-117.618294,610271.059958
4.261681,27,7,7,39.498955,-118.378251,383059.423009
12.332213,22,4,8,41.112002,-117.445381,704342.135561
12.758579,43,9,3,35.290949,-119.556801,798520.839157
11.015206,36,3,6,38.717129,-122.166338,591093.092539
13.135767,27,6,6,34.975313,-121.412463,800409.738821
7.32278,41,10,2,36.986087,-122.45729,477620.593719
10.370118,34,5,7,33.013589,-115.530482,575242.425917
3.404301,27,10,8,33.860629,-115.444864,294750.726911
1.671766,22,3,6,38.52774,-124.450508,135941.08622
11.537303,11,10,3,37.150982,-116.482524,700169.284376
9.409956,41,7,7,36.575742,-119.487297,534464.713758
8.239848,47,6,1,40.974061,-116.553099,513595.778557
0.759784,1,4,4,39.088485,-120.884327,98382.280043
6.061482,38,5,3,33.120227,-124.019957,438920.437505
7.110932,34,10,6,36.61982,-117.288808,471925.543013
14.944014,32,6,4,34.066393,-114.977611,884401.531684
0.777309,15,3,4,39.473728,-118.308225,84263.924189
5.815576,42,1,7,40.827169,-121.814214,335252.143419
1.204511,4,2,1,32.958233,-123.284207,126656.978895
2.292128,17,8,3,34.452202,-117.29973,203036.854806
6.602636,7,9,5,38.416579,-117.142373,476514.375177
13.530018,33,10,2,35.185714,-116.260019,829774.806319
9.330526,50,5,4,35.900257,-120.19756,517563.659863
8.448012,14,8,6,34.7278,-124.366131,520300.883953
2.101248,37,8,3,41.519737,-116.314975,190067.221363
10.991856,17,4,8,41.892326,-121.391767,635520.535724
1.947229,12,1,5,35.922039,-117.393951,145960.970637
2.180565,49,1,1,40.593988,-117.534772,113579.477636
5.684147,29,10,5,40.845518,-123.524011,471203.778954
3.151607,26,7,8,35.082414,-120.449987,313647.507804
12.098537,42,3,2,33.75886,-116.872683,718083.767052
12.743073,7,7,8,40.121515,-117.376872,735779.706054
6.006386,23,10,1,40.69447,-115.260522,481547.163471
13.430561,31,8,2,40.932142,-119.872777,758361.65465
9.997117,1,9,4,41.790008,-117.466634,641185.914177
8.084996,45,10,2,36.612055,-116.870154,549942.767732
10.123804,42,7,3,40.470814,-118.637386,667969.362476
1.291209,42,3,8,40.592776,-115.371136,87046.974248
7.628895,16,6,5,32.978332,-122.161582,509776.481482
6.347516,16,2,8,36.719794,-118.483133,342177.78617
7.727614,21,2,8,39.57977,-124.313424,440224.665897
1.019563,36,1,2,40.021941,-114.386702,108731.962242
13.406608,36,4,8,41.528374,-120.684904,705757.921331
3.732313,30,6,8,39.308252,-120.685407,288868.895617
1.912837,43,4,1,35.742893,-115.786219,218585.218345
4.733762,34,6,2,32.934892,-122.776369,305733.018732
10.894414,47,7,2,34.915748,-122.442825,617295.280737
12.856818,14,8,4,39.309485,-123.36846,773287.934513
13.936085,44,10,2,39.835379,-119.769702,860649.9195
14.36476,9,8,1,37.538461,-123.989998,903268.828083
12.662834,31,9,3,39.072268,-122.676672,807166.11541
2.001532,43,10,6,37.289046,-120.461042,296526.676021
13.780699,49,4,5,36.279765,-120.899983,741952.304206
12.169554,9,7,5,40.509207,-118.748037,719368.779509
11.18387,36,4,4,34.492271,-116.998962,657854.629732
13.857281,9,3,6,39.248351,-116.511862,780592.071145
8.950691,43,7,5,40.836034,-120.064943,511311.60151
2.043822,25,3,1,38.867415,-122.401025,200709.601867
2.833563,19,5,3,40.474127,-117.248754,221692.206596
11.427112,3,6,8,33.47356,-115.385629,715804.848017
13.040202,48,9,7,34.757157,-116.264775,815892.275249
4.67076,43,1,7,36.181769,-114.454629,321620.272206
5.033483,36,1,1,39.564865,-122.367584,332559.146132
12.976449,29,4,6,39.673523,-118.760541,742661.147729
11.754128,13,5,8,34.185546,-117.332082,659904.058153
3.020029,33,2,7,32.886025,-121.569321,184925.409531
2.833468,17,1,6,36.930148,-114.656308,149167.458932
13.965109,39,1,5,37.160234,-118.486892,726564.008816
11.868456,21,9,4,41.591383,-119.033634,769548.623934
2.810872,35,9,7,33.373483,-122.17742,252378.981019
5.312311,24,5,4,41.527929,-118.008054,361101.268874
8.639353,49,1,2,38.854915,-119.820494,509917.295849
9.398666,40,4,1,38.984238,-121.130161,589526.54303
14.202321,25,5,5,32.734704,-119.072888,834665.482229
7.957481,33,8,8,32.916591,-115.068043,496625.288793
7.951473,7,3,1,38.455864,-122.286795,493025.098391
3.591039,44,7,2,34.453006,-115.798139,329415.673171
11.249938,28,2,3,32.725653,-116.972883,576285.531475
1.562096,12,5,2,37.962142,-122.109721,157969.595899
6.126473,41,7,7,35.50584,-120.41023,381654.226163
0.585534,47,10,2,39.681626,-118.351116,195864.903138
1.552547,33,2,5,39.975473,-121.335818,93777.872144
11.596476,29,7,7,40.310163,-124.176399,664956.147415
3.688053,48,7,5,41.621276,-122.987207,312131.554551
13.755449,51,6,1,37.75848,-118.671768,746595.965893
0.572933,39,7,2,35.394566,-116.642886,183501.287597
5.485849,27,9,3,34.029066,-122.181726,452267.286687
3.31773,12,10,1,40.588183,-114.710116,379317.805043
7.188345,36,2,5,38.88101,-121.86778,385159.009245
8.918637,22,6,3,38.877308,-122.037405,535445.564388
1.512229,13,6,8,36.781137,-118.028404,171678.998941
8.970464,37,10,6,40.173148,-114.434081,566887.151091
5.041614,51,4,7,35.128458,-120.725397,342538.717985
5.307663,31,8,8,35.908045,-121.292546,401050.332616
3.048667,39,2,5,40.65778,-123.029982,210795.153708
4.316902,41,2,2,40.974999,-115.579334,282507.749446
12.283315,38,7,4,41.109884,-118.708263,733512.682392
14.981559,31,3,6,36.228734,-115.139906,828538.025478
12.92888,9,8,2,36.269459,-119.227244,804211.848938
12.795737,52,10,3,39.693458,-123.026108,749709.091791
8.71218,37,3,8,41.422165,-124.075592,529256.237783
3.860374,17,6,4,32.90668,-122.328872,347291.309257
5.738145,31,8,1,32.879095,-117.69049,377729.75129
14.5424,41,5,5,37.996999,-118.513318,804285.956954
5.988518,38,2,5,36.075123,-114.973955,356063.078217
5.617021,23,8,8,40.928133,-124.430724,453554.474319
6.878531,15,2,5,34.509412,-122.53749,396648.844422
10.900889,8,4,7,40.20614,-116.937316,637196.114939
7.442812,14,10,3,38.648963,-120.185558,509507.630742
2.354334,38,3,3,38.480634,-124.088496,191943.629923
1.310724,17,3,7,38.193896,-118.582151,94898.203564
10.933436,43,5,2,34.557637,-118.131478,632313.145491
7.484192,15,7,3,40.048853,-115.885242,468898.015187
10.064907,17,3,6,41.262343,-118.2364,537629.639704
5.984065,9,2,1,34.422311,-115.474287,369139.202607
6.587028,10,10,2,34.185511,-115.033114,504332.779687
13.227413,35,9,2,33.385305,-117.576378,842069.125572
8.319647,1,7,7,36.018586,-124.043898,552464.001894
3.827551,52,8,7,35.829919,-116.051479,352163.43766
12.639262,37,2,7,33.77189,-119.490017,660714.389062
12.956272,19,10,7,34.949147,-124.442571,832678.168136
0.603154,34,2,1,36.062784,-122.343104,117586.415286
6.428254,7,3,7,38.689971,-121.836856,439410.392627
6.641642,24,10,5,41.922087,-120.326731,460451.466119
8.505522,36,8,3,36.017023,-118.673431,528653.864544
4.94647,23,7,3,40.62249,-117.57753,394604.919508
6.975626,45,3,2,34.537352,-120.29411,396125.084631
8.483355,45,1,3,36.196485,-117.823296,494104.686089
12.437204,31,10,7,33.337337,-121.737534,763443.712604
9.330918,47,7,7,38.332673,-119.029442,598206.483171
9.163352,50,3,8,36.670234,-122.382074,534856.022271
12.156694,19,4,1,39.947615,-119.139248,716179.67326
9.420255,44,1,6,34.772938,-124.496984,476757.226085
14.953849,50,7,6,38.861789,-120.242765,826723.488312
0.722815,46,2,2,37.72113,-116.875544,93052.136695
8.95252,23,5,4,38.260452,-122.457485,589097.384081
8.836147,17,3,7,37.309262,-118.634378,519624.266625
5.429505,8,9,5,40.823074,-115.961953,432964.637877
10.565782,25,10,8,39.814688,-116.546531,731912.97253
7.153302,30,10,1,37.078717,-121.792892,500932.424592
11.935512,15,4,6,36.418047,-120.792489,690840.79074
10.661869,17,4,5,33.38359,-117.426172,654700.918949
1.602418,12,8,6,35.85861,-115.109679,197028.478247
14.233213,44,4,8,39.502566,-122.033956,761866.301784
4.348378,15,4,4,40.44518,-120.761713,335812.748052
2.238238,6,8,1,39.76032,-118.814523,209138.212673
7.493235,40,6,8,41.032151,-115.249634,484113.687995
4.483629,12,9,5,36.279855,-116.623221,339006.045015
8.123164,28,8,1,37.273515,-120.365972,556792.064653
3.034605,8,9,8,35.498687,-124.411605,323140.556044
6.001706,7,6,6,38.321392,-121.773142,423441.640038
3.938518,31,10,6,35.976279,-119.262915,322479.148211
10.660333,24,6,7,35.156481,-122.611163,606130.56665
8.850445,15,2,5,40.138832,-118.66893,544653.123874
3.342917,52,3,8,40.153849,-122.645624,227105.632611
14.935646,41,9,6,39.960663,-121.349641,890496.145207
8.733601,26,2,3,33.070346,-115.95491,495333.992435
9.633002,29,6,5,35.929139,-118.616325,632334.557578
4.236865,2,7,2,35.83536,-117.364349,355400.853239
8.864379,42,9,3,41.804045,-121.511608,562727.978668
7.901446,50,8,2,36.120174,-121.491502,529243.519048
2.600301,11,6,7,38.497097,-118.497805,281405.127194
1.534489,11,6,4,35.47808,-117.643362,214267.798512
9.278082,26,5,8,39.919253,-114.642917,585693.649848
8.053568,29,7,3,34.246919,-124.257439,544955.641643
10.099327,48,2,4,34.085649,-123.418402,511345.589959
13.241019,36,1,1,39.82387,-118.998181,755652.323138
2.006962,40,3,2,38.72091,-115.202551,147285.165355
4.08725,19,8,3,33.747133,-115.695563,293719.629302
10.121462,21,8,8,41.762325,-118.823866,618814.542761
6.950252,45,9,3,38.112894,-119.706294,507903.760157
13.220759,28,9,5,41.13477,-119.442657,777750.794465
1.798533,20,6,7,34.968167,-121.312484,151935.884639
12.323007,9,6,5,36.957381,-124.41267,775859.189574
14.230884,31,5,1,39.775757,-116.12137,815744.575223
12.053127,36,6,4,36.411491,-118.614179,696131.557962
2.867408,48,7,7,34.595628,-123.668298,265902.701426
7.990846,52,10,5,35.20443,-116.699268,574423.16491
6.487106,5,3,3,35.251155,-117.812627,419628.24139
4.445945,40,8,4,35.546115,-122.902432,395268.871763
0.820898,7,5,5,33.687872,-119.896625,98365.308935
1.807856,1,8,4,35.748172,-121.228445,265839.035194
14.97047,30,1,6,33.262119,-116.619019,760132.282572
4.364302,26,2,8,34.225236,-115.095161,254223.046653
6.032872,1,2,4,36.15558,-114.262792,349859.819111
14.920763,13,8,2,37.450822,-114.187784,882820.704499
10.380914,20,6,3,38.47706,-124.057048,674787.792363
8.053431,17,8,5,34.387875,-115.181044,576537.316575
3.65793,8,4,7,35.582878,-122.742716,254506.504384
2.234919,51,4,1,41.703932,-118.398691,203321.091456
10.481895,10,6,2,34.862861,-119.250848,659689.214376
5.40712,49,1,1,35.877418,-122.883856,311491.332578
2.057179,32,4,6,41.825919,-116.220101,210528.70232
12.180118,29,4,1,39.047875,-120.739241,655979.117376
13.530614,32,8,5,37.655974,-119.354034,813200.873397
8.382498,21,8,5,40.742787,-118.213861,590680.986089
2.824979,34,3,8,35.30889,-121.734833,196960.2207
0.510438,41,9,7,39.469749,-115.22921,174995.360657
5.77909,40,4,6,39.349534,-117.587961,370850.152159
6.118617,34,8,3,38.323873,-121.1127,449021.242979
2.10173,34,2,1,40.434337,-123.13737,199435.777758
3.430146,32,4,2,32.802263,-117.761607,242367.181951
7.60369,40,10,5,32.966313,-122.182411,551969.019457
0.689749,14,8,2,36.946562,-117.791374,159580.055113
11.280423,27,6,1,40.324608,-121.708936,626586.465227
1.520628,20,2,4,41.625574,-123.480248,162548.593281
8.209085,13,4,4,37.915263,-114.551215,507796.598001
8.593053,48,2,6,38.907679,-117.123221,472360.149029
2.009485,51,3,7,37.294581,-117.595915,164364.297698
9.198778,23,6,6,40.526113,-120.170395,583762.982219
12.479247,21,10,4,37.849875,-122.253755,810033.171963
13.92913,17,6,8,36.751248,-120.330549,832587.827834
14.752869,39,1,3,41.937414,-121.330663,760176.846173
3.717357,21,1,5,41.231565,-119.131649,244434.670507
8.788372,7,1,8,35.87873,-123.046714,484626.889303
8.941258,15,5,5,33.373099,-120.302118,591351.080334
11.146856,47,6,8,34.142574,-115.830095,674802.310105
8.855371,7,10,5,32.85503,-116.012418,597423.16105
11.811768,50,6,6,40.858029,-119.939804,730613.008394
2.247838,50,4,1,38.521927,-117.861967,140804.694877
8.103559,21,9,3,35.6049,-117.173429,517997.69826
10.267711,26,8,2,34.609813,-121.457278,635817.790388
2.416741,6,8,1,37.707448,-121.743141,253689.753737
6.800121,45,3,3,37.068764,-122.41986,393037.930358
8.784295,36,10,4,34.801993,-121.704301,584221.323113
10.428701,37,2,2,38.881602,-120.052824,561765.835685
5.150706,39,1,5,34.107925,-120.827978,332193.705326
12.140542,40,3,8,32.926337,-115.909195,642995.621361
5.920401,49,2,2,39.526025,-121.947993,357620.294259
2.641318,19,1,6,39.091055,-123.331581,179572.057064
0.829848,14,9,4,34.436113,-119.005708,168358.200343
7.503882,47,3,1,36.077763,-114.986577,440374.009053
4.204117,4,5,4,39.997291,-118.01137,273514.374866
9.993989,1,2,7,38.773542,-117.538693,614486.328035
5.723178,7,1,5,40.740399,-117.681183,317775.762014
6.020167,46,2,6,37.10429,-118.230383,310810.416882
3.38369,30,9,1,32.877648,-114.816164,292677.252294
7.604026,48,3,1,35.794409,-120.804913,454724.397025
3.924969,33,5,1,38.445027,-115.273889,328788.658608
12.31545,2,9,5,34.643036,-120.911245,762057.159667
2.49028,47,7,4,36.464667,-118.484565,227660.499701
5.02955,39,6,8,37.651221,-122.329049,317835.15268
8.34963,52,4,3,35.435485,-117.096068,491862.04835
2.461161,50,3,3,35.516214,-118.647927,228918.206416
2.216616,21,3,1,39.771633,-115.258615,177734.815542
6.463151,29,5,3,39.901525,-123.3789,387132.199657
11.555489,40,10,5,38.253243,-118.070199,737410.519262
3.848229,2,6,2,39.037342,-119.495677,313643.908745
9.268321,46,6,3,40.59523,-119.339821,526167.322234
3.302268,3,7,1,41.291633,-114.522921,269868.821238
10.234417,13,4,2,34.182243,-114.47566,597149.370282
9.447361,45,6,8,40.932076,-120.010665,599489.521913
9.314984,25,6,7,38.309296,-116.704088,584629.780139
8.115843,46,1,2,36.790291,-115.816394,399033.741601
14.939627,34,9,7,41.846391,-124.087858,876721.135192
11.594818,4,4,5,36.675762,-115.213825,703108.601253
4.645762,11,7,5,38.324776,-123.92726,362485.065027
2.562474,42,8,2,39.365145,-123.311698,280996.814188
14.098716,45,9,3,36.234134,-121.10366,792927.011279
7.078371,46,4,8,33.356707,-121.097215,443776.193028
10.816311,11,2,2,33.584567,-119.781317,595609.888916
8.095351,25,9,3,36.097447,-120.503626,577093.582378
13.727665,37,3,3,40.753776,-122.621899,775087.998788
6.583935,20,8,5,38.451302,-123.265683,428353.853181
3.44135,40,5,1,36.857105,-115.518184,266417.61596
0.583383,32,4,4,38.094192,-119.505024,102184.286571
1.651371,39,1,4,40.880595,-121.579814,137932.092555
12.39176,14,1,3,33.908434,-117.640593,628260.105182
12.880525,43,10,5,35.645555,-123.579122,753415.014573
14.90916,11,5,3,41.679786,-116.631985,835976.864759
1.019681,50,5,6,36.00141,-120.521137,92750.717782
6.696196,36,2,5,36.97276,-123.218756,426750.594106
5.273524,27,9,4,39.11038,-118.073436,369106.423444
11.081064,41,9,2,37.094798,-117.26913,734942.367479
14.801037,19,7,6,34.96677,-118.461002,876876.264666
13.943028,40,10,8,37.437205,-117.865495,846401.845372
3.108655,40,4,5,41.802948,-124.4834,185831.429752
9.569181,8,4,7,36.433391,-120.995181,578500.600492
9.743801,1,4,5,34.916966,-123.787721,564718.449458
8.474907,50,1,2,39.01544,-120.915703,483185.014281
9.431903,2,3,4,35.639891,-120.951663,573842.445737
13.784364,52,1,3,37.074207,-117.914395,764424.032679
8.286029,22,8,7,41.314005,-123.911766,551408.772439
8.691668,44,6,1,34.478493,-117.30232,564536.933349
13.376427,23,2,3,35.16437,-124.172682,779683.226887
9.584407,11,10,7,34.2801,-123.273131,671954.74371
4.970081,21,1,5,36.431761,-119.280928,273768.274627
7.052642,20,4,5,34.162621,-120.570735,394371.603606
3.430427,6,8,1,40.09074,-114.997964,279929.127719
5.431681,31,9,5,39.867565,-122.995402,451263.948544
12.421009,34,3,4,39.383421,-119.676632,711418.18904
8.074001,1,5,1,39.026997,-118.25998,471907.639159
7.269701,3,2,5,32.713562,-116.535815,449870.135204
3.542762,13,4,5,35.128171,-121.148927,262749.662275
2.205937,10,3,5,33.587374,-114.43787,197259.426355
1.984442,35,6,6,35.074995,-114.595583,234122.383846
8.824203,11,2,5,38.325997,-120.943242,504074.913834
2.386073,31,1,2,36.144197,-123.595744,154995.326065
10.717825,38,8,6,35.468186,-115.916859,684181.118473
10.227619,35,2,8,37.893998,-123.52438,598115.999814
10.629691,7,8,5,39.002541,-117.042733,670524.206423
3.859566,15,3,5,41.172185,-120.383192,291439.762108
10.145119,51,6,8,37.131314,-123.813665,565044.65573
7.440455,11,5,6,38.242182,-123.162363,436815.971031
12.354517,51,2,6,37.783424,-123.755298,646437.662655
7.184135,38,7,4,38.398311,-118.746535,521595.923122
6.065339,22,4,7,39.950983,-119.928786,418999.627059
8.39564,16,3,2,39.523987,-117.024957,531456.819385
2.157681,39,8,6,37.773333,-115.868758,202001.45022
14.36031,5,10,2,39.012332,-118.237743,917502.072876
5.24742,42,1,2,34.567312,-123.041374,311447.789158
11.447333,52,1,3,38.778373,-119.743769,587516.97535
9.425796,29,4,4,38.974409,-121.175724,561817.440786
13.741462,20,7,6,41.907748,-118.381367,822222.175617
7.901146,9,5,1,36.007617,-118.736706,455870.031118
10.698635,23,2,5,40.723957,-122.029968,617653.938227
6.216891,21,7,7,36.124868,-118.776253,450593.306031
7.385635,13,9,7,40.511613,-120.716977,512505.299481
4.682828,43,3,3,32.610226,-117.691913,263040.988646
13.330886,43,7,3,33.304303,-117.75645,770629.846628
7.112415,51,10,7,38.420861,-119.728859,492533.218457
12.391036,25,6,4,34.265015,-118.151981,736845.650078
12.778656,16,9,5,36.402959,-118.765254,775629.802525
14.684385,37,8,6,33.575062,-119.443904,880768.976486
2.560268,47,9,5,36.916895,-123.678537,301504.94783
1.782472,31,2,5,38.323872,-115.012355,151126.926162
0.656359,30,9,8,37.95267,-121.019103,161109.404167
14.677527,19,5,3,32.835599,-114.809923,859318.877938
11.04109,37,5,1,38.478351,-118.429519,650840.499545
10.016638,19,10,1,35.224749,-123.633643,661891.510931
12.845956,18,5,3,38.350079,-121.61022,718993.372059
11.250723,39,3,3,38.761979,-120.617448,596576.086499
11.846652,16,8,3,40.094034,-115.448849,714617.399534
1.723821,10,10,3,40.457335,-116.596006,242485.837653
6.055921,43,8,3,34.503139,-116.789208,411803.621946
9.812786,49,2,1,34.092204,-120.31318,520276.012995
11.319183,49,9,4,36.108108,-117.091118,696918.108076
2.604673,28,1,5,41.308614,-119.787383,196082.990525
14.445559,44,1,2,41.218265,-117.807046,807896.315589
6.760895,42,5,6,35.068098,-116.075678,402579.141891
8.970564,30,4,4,37.439547,-117.383959,580849.6847
5.042413,1,1,2,32.613633,-123.474163,274011.378478
6.966162,15,5,5,34.334256,-124.251145,410002.228258
14.108329,43,4,2,39.226714,-123.24024,817560.532431
2.383655,43,10,3,41.012015,-117.195637,243016.323889
7.270856,5,8,5,39.808912,-117.231674,523800.720213
11.666734,17,3,2,35.134231,-123.844933,649695.742773
14.941399,17,5,3,36.685461,-119.336921,891428.579823
9.349377,12,8,2,33.86679,-116.428573,579307.49982
9.828403,29,5,2,32.831178,-123.760671,609674.665149
11.769939,2,8,3,38.702221,-124.49089,687280.513275
6.162015,10,6,7,37.959082,-119.088478,469091.857323
7.614852,28,7,2,37.631223,-124.465273,546158.134593
12.360662,31,2,6,35.667677,-121.320305,632052.567318
14.956729,42,2,6,37.57895,-114.410282,758882.128467
7.164771,50,5,4,34.177874,-124.087023,431654.917516
3.269546,45,7,2,38.490862,-120.727758,233463.548467
9.675473,48,4,3,32.839134,-124.233672,607412.005965
3.958034,25,2,5,37.246999,-114.367985,290579.508679
14.515325,2,1,6,33.032517,-116.228325,741047.703345
2.213713,52,9,8,41.430853,-115.3629,246341.789336
11.245247,15,2,1,39.486867,-119.366606,580668.650687
13.654094,40,1,4,39.16232,-123.129354,691929.600896
1.224391,20,2,8,38.306646,-115.728802,81615.311533
12.353321,8,8,4,33.099546,-122.372268,743400.361023
12.620491,48,7,6,33.647623,-117.317072,745613.029651
5.163053,51,4,1,38.13431,-120.977211,292727.198955
2.547934,27,3,6,37.757373,-119.894057,242464.25306
1.090134,7,10,7,39.887786,-124.335882,219703.447482
0.592069,12,2,5,36.454111,-116.022176,124859.720853
10.539196,14,3,5,37.469325,-120.173671,649768.761045
9.352801,3,10,3,39.313388,-118.073477,594942.169365
12.484012,20,6,7,32.543415,-122.02579,697951.382271
8.187886,7,10,6,40.695945,-114.138788,576648.375661
7.231132,41,4,5,33.004156,-123.316869,403978.341698
12.734835,31,8,3,34.017716,-114.811933,722644.511433
5.7808,14,7,5,35.675799,-116.045886,441880.802083
1.128103,48,1,3,34.001433,-124.194815,95895.521761
1.527463,16,8,6,36.48113,-116.655589,254210.425688
3.835917,8,6,4,33.431609,-116.753647,346784.480295
5.94522,15,2,8,38.058376,-123.929437,357347.506057
3.634395,40,8,3,36.179638,-123.067752,329701.871612
9.664306,18,4,6,33.708512,-117.231789,528180.471963
2.479272,30,8,7,34.126413,-120.892452,293604.497196
9.252722,51,10,3,37.992154,-118.696066,580106.329452
6.469594,34,8,4,38.120018,-115.711615,430396.787834
11.085257,48,4,4,35.609311,-118.415596,667445.112814
9.080689,10,10,1,36.468833,-124.035646,668161.800353
11.135406,33,1,7,37.545656,-119.467672,632072.051447
12.408724,29,8,4,33.289369,-116.592674,771252.1839
6.395962,14,3,6,35.310009,-117.699778,357871.050494
7.456853,20,3,8,40.65026,-116.65349,401283.997373
7.095192,50,3,7,34.256985,-115.348706,428440.695648
10.70658,1,2,7,40.987627,-121.004486,562100.417541
6.675583,18,10,4,39.983073,-123.64993,532863.874796
11.168531,4,9,6,40.93579,-123.334851,700985.635895
9.477435,24,6,3,38.65764,-117.098827,589947.570855
11.716845,9,6,4,37.626521,-117.685097,727080.256457
11.408019,45,4,4,35.544406,-115.071703,646257.547215
6.632472,4,2,6,35.779653,-119.394617,406291.859911
2.279287,46,9,5,36.793795,-120.634469,266294.997964
10.551735,5,4,8,33.329433,-120.397834,590967.932051
14.394719,5,2,3,35.121456,-117.180638,790868.823498
13.187401,34,1,5,36.457098,-117.334765,747542.197223
7.371621,27,8,1,35.26941,-123.83903,538260.420077
3.868757,34,6,7,37.997694,-117.614515,327120.286292
7.549152,43,9,8,36.851067,-118.543858,553785.792286
4.944178,51,5,4,37.10031,-114.307397,358683.873712
1.186125,23,5,8,41.584032,-118.004383,123885.238248
8.262092,12,3,3,34.03192,-123.272368,542481.903806
8.830615,29,5,6,34.252718,-118.593884,490499.658865
5.095685,23,3,6,36.760076,-114.25761,332648.545737
2.261605,2,7,8,39.800923,-114.548215,288861.378973
2.762772,48,9,6,38.648818,-121.396653,311736.345456
14.559281,49,10,3,40.095974,-116.85029,915693.26017
5.410924,8,8,1,33.824521,-118.71492,393354.420077
6.323634,15,8,6,33.378571,-123.922147,468812.965279
8.959756,15,5,4,32.714212,-118.846671,545033.608194
10.237588,6,9,7,34.347275,-121.163543,677387.182185
14.179331,43,6,7,33.905486,-115.535057,796429.546711
5.906052,19,6,6,35.426811,-119.821452,413905.901114
3.62758,29,7,8,35.242023,-116.040436,347915.06732
6.645567,27,3,2,33.864573,-121.316073,453616.59279
8.116865,22,2,7,33.340259,-120.200663,510284.29963
6.510453,36,8,3,34.392947,-115.761021,432468.966655
7.613491,20,10,5,37.193955,-116.731512,513126.572155
11.972683,10,5,5,41.582253,-115.740448,700888.266926
9.980288,19,7,3,37.172922,-117.277647,597989.426152
2.230643,18,8,2,38.189468,-120.701525,246580.740545
6.822993,17,8,2,36.045421,-116.803949,430404.158052
4.263289,38,1,3,35.536971,-115.277669,219714.189389
2.867978,18,6,7,38.544348,-114.470858,211270.390069
4.729129,41,2,4,39.781203,-122.575901,249407.315238
11.413113,35,6,6,40.354809,-117.307845,655262.880895
10.438934,45,6,2,37.576993,-120.807892,585818.451258
2.485767,19,6,8,36.413948,-114.830473,203091.264249
3.659205,33,4,4,40.053514,-118.63412,283425.532911
14.311181,35,9,2,36.464789,-114.881673,817715.615084
2.402866,2,8,6,35.459948,-120.69303,296847.170328
13.401033,39,9,6,34.135968,-121.300815,832997.671627
2.219655,9,3,4,35.420569,-122.296669,240593.706757
6.659674,49,2,2,32.678661,-119.415324,375608.447308
3.347089,3,9,1,36.956282,-114.960442,278182.599606
4.873864,1,2,2,41.240932,-122.343288,357310.686715
3.179336,23,1,2,33.882791,-116.664921,187204.366046
8.906395,23,3,4,37.296638,-123.782461,551778.400483
11.567038,34,4,4,41.660506,-122.696379,684753.687115
0.562769,47,2,4,41.244533,-115.561383,76110.00038
10.622927,12,8,2,34.218061,-120.774365,659107.855669
3.606973,15,7,2,39.73339,-121.200057,303438.819601
8.03605,32,6,5,37.792755,-124.07361,490614.040733
2.177978,19,8,5,39.026942,-115.668553,217986.242973
6.405592,28,4,2,41.000169,-116.074418,448187.800174
5.8279,1,8,2,36.265513,-119.012045,454546.86644
2.228659,26,7,2,39.543606,-115.12951,199305.271117
5.773795,13,6,4,38.152128,-114.098056,366465.96677
12.652582,47,8,5,39.765762,-116.457292,764494.097054
11.466393,52,7,6,37.02035,-118.166763,671764.009919
7.525726,18,3,8,33.526348,-121.867756,453013.678213
9.61138,9,1,2,39.509084,-115.781719,537882.490866
0.887859,12,7,6,33.950998,-117.969349,132026.31286
1.6095,49,9,8,40.030948,-122.379717,230184.32333
7.60863,17,9,6,40.190075,-118.824446,481698.539264
11.577491,28,2,7,36.776097,-115.54482,633130.164623
1.021726,12,9,5,40.904652,-122.776485,196154.411788
5.030665,25,8,2,37.904125,-119.349186,390411.639869
8.32119,31,8,3,37.313508,-120.390459,546028.613045
14.577626,40,6,5,35.544586,-124.204457,785393.145207
12.635545,23,10,1,39.769343,-117.935893,778334.587774
6.708149,23,7,6,33.036268,-121.935597,431369.658843
5.025443,6,2,5,33.587477,-122.717318,326113.831276
1.041976,43,7,7,35.032879,-117.192436,173397.72336
14.793589,25,10,7,35.563003,-123.47388,896015.311757
10.517527,14,6,8,37.276301,-116.468509,624830.292483
9.415004,24,7,4,37.221041,-115.602992,621465.16087
12.685517,35,4,5,35.018973,-121.378137,722127.91932
12.166744,40,2,2,38.122714,-121.629668,668980.029479
8.200423,28,4,6,40.058692,-117.658863,474205.851461
12.159837,28,9,6,34.400731,-120.27584,764488.237597
7.071815,49,9,3,40.868517,-117.907639,488713.161506
3.204815,32,4,8,35.045392,-117.801773,273134.09787
12.865232,28,10,1,37.461561,-120.675116,764035.968882
2.681853,44,5,7,36.397472,-115.468048,263206.429742
